TimeStamp [DD/MM/YYYY_HH:MM:SS]	Time [s]	OB1_MK4 Ch.  1(Target)[mbar]	OB1_MK4 Ch.  1(Read)[mbar]	Flow_1(Target) [µl/min]	Flow_1(Read)[µl/min]	
7/10/2026 3:22:34 PM	11.7820	0.0000	25.6900	36.4100	225.9000	
7/10/2026 3:22:34 PM	11.8320	0.0000	25.7500	36.4100	225.9000	
7/10/2026 3:22:34 PM	11.8820	0.0000	25.7500	36.4100	522.0700	
7/10/2026 3:22:34 PM	11.9320	0.0000	25.6900	36.4100	830.6200	
7/10/2026 3:22:34 PM	11.9820	-6.9890	25.7500	36.4100	830.6200	
7/10/2026 3:22:34 PM	12.0320	0.0000	25.7500	36.4100	763.9300	
7/10/2026 3:22:34 PM	12.0820	0.0000	25.7500	36.4100	694.6900	
7/10/2026 3:22:34 PM	12.1320	0.0000	25.7500	36.4100	694.6900	
7/10/2026 3:22:34 PM	12.1820	0.0000	25.7500	36.4100	659.4100	
7/10/2026 3:22:34 PM	12.2320	0.0000	25.7500	36.4100	699.0300	
7/10/2026 3:22:34 PM	12.2820	0.0000	25.6900	36.4100	660.5500	
7/10/2026 3:22:34 PM	12.3330	0.0000	25.8100	36.4100	660.5500	
7/10/2026 3:22:34 PM	12.3820	0.0000	25.7500	36.4100	489.0700	
7/10/2026 3:22:34 PM	12.4320	-4.0196	25.8100	36.4100	489.0700	
7/10/2026 3:22:35 PM	12.4830	0.0000	25.7500	36.4100	244.6600	
7/10/2026 3:22:35 PM	12.5320	0.0000	25.7500	36.4100	245.3100	
7/10/2026 3:22:35 PM	12.5820	0.0000	25.7500	36.4100	53.7600	
7/10/2026 3:22:35 PM	12.6320	0.0000	25.6900	36.4100	53.7600	
7/10/2026 3:22:35 PM	12.6820	0.1676	25.7500	36.4100	20.1700	
7/10/2026 3:22:35 PM	12.7320	0.4423	25.7500	36.4100	-3.6600	
7/10/2026 3:22:35 PM	12.7830	0.6025	25.7500	36.4100	-3.6600	
7/10/2026 3:22:35 PM	12.8320	0.0000	25.6900	36.4100	336.0000	
7/10/2026 3:22:35 PM	12.8820	0.0000	25.6900	36.4100	582.1700	
