TimeStamp [DD/MM/YYYY_HH:MM:SS]	Time [s]	Flow_Control Ch.  2(Target)[mbar]	Flow_Control Ch.  2(Read)[mbar]	Flow_Control Ch.  3(Target)[mbar]	Flow_Control Ch.  3(Read)[mbar]	Flow_1(Target) [µl/min]	Flow_1(Read)[µl/min]	
7/7/2026 2:31:44 PM	11.9500	0.0000	19.5300	0.0000	16.7400	0.0000	206.9700	
7/7/2026 2:31:44 PM	12.0000	0.0000	19.5900	0.0000	16.7400	0.0000	408.5500	
7/7/2026 2:31:44 PM	12.0500	0.0000	19.5300	0.0000	16.7400	0.0000	547.5900	
7/7/2026 2:31:44 PM	12.1000	0.0000	19.5900	0.0000	16.7400	0.0000	547.5900	
7/7/2026 2:31:44 PM	12.1500	0.0000	19.5300	0.0000	16.7400	0.0000	536.9300	
7/7/2026 2:31:44 PM	12.2010	0.0000	19.5300	0.0000	16.7400	0.0000	478.4100	
7/7/2026 2:31:44 PM	12.2500	0.0000	19.5300	0.0000	16.8000	0.0000	478.4100	
7/7/2026 2:31:44 PM	12.3000	0.0000	19.5300	0.0000	16.7400	0.0000	454.6200	
7/7/2026 2:31:44 PM	12.3500	0.0000	19.5300	0.0000	16.7400	0.0000	436.0700	
7/7/2026 2:31:44 PM	12.4000	0.0000	19.5300	0.0000	16.8000	0.0000	461.6600	
7/7/2026 2:31:44 PM	12.4510	0.0000	19.5900	0.0000	16.8000	0.0000	461.6600	
7/7/2026 2:31:44 PM	12.5010	0.0000	19.5300	0.0000	16.8000	0.0000	491.5900	
7/7/2026 2:31:45 PM	12.5510	0.0000	19.5300	0.0000	16.8000	0.0000	507.8300	
7/7/2026 2:31:45 PM	12.6010	0.0000	19.5300	0.0000	16.8600	0.0000	507.8300	
7/7/2026 2:31:45 PM	12.6510	0.0000	19.5300	0.0000	16.8000	0.0000	449.3400	
7/7/2026 2:31:45 PM	12.7000	0.0000	19.5300	0.0000	16.8000	0.0000	310.5900	
7/7/2026 2:31:45 PM	12.7510	0.0000	19.5300	0.0000	16.8000	0.0000	310.5900	
7/7/2026 2:31:45 PM	12.8010	0.0000	19.5300	0.0000	16.8000	0.0000	170.1400	
7/7/2026 2:31:45 PM	12.8500	0.0000	19.5300	0.0000	16.8000	0.0000	31.6900	
7/7/2026 2:31:45 PM	12.9000	0.0000	19.5900	0.0000	16.7400	0.0000	31.6900	
7/7/2026 2:31:45 PM	12.9500	0.0000	19.5300	0.0000	16.8000	0.0000	-10.6900	
7/7/2026 2:31:45 PM	13.0000	0.0000	19.5300	0.0000	16.7400	0.0000	0.0700	
7/7/2026 2:31:45 PM	13.0500	0.0000	19.5900	0.0000	16.7400	0.0000	0.0700	
7/7/2026 2:31:45 PM	13.1000	0.0000	19.5300	0.0000	16.8000	0.0000	14.2100	
7/7/2026 2:31:45 PM	13.1500	0.0000	19.5900	0.0000	16.7400	0.0000	36.9000	
7/7/2026 2:31:45 PM	13.2000	0.0000	19.5300	0.0000	16.8000	0.0000	36.9000	
7/7/2026 2:31:45 PM	13.2500	0.0000	19.5900	0.0000	16.8000	0.0000	171.1400	
7/7/2026 2:31:45 PM	13.3010	0.0000	19.5300	0.0000	16.8000	0.0000	385.5900	
7/7/2026 2:31:45 PM	13.3500	0.0000	19.5300	0.0000	16.8000	0.0000	532.5500	
7/7/2026 2:31:45 PM	13.4000	0.0000	19.5300	0.0000	16.7400	0.0000	532.5500	
7/7/2026 2:31:45 PM	13.4510	0.0000	19.5900	0.0000	16.8000	0.0000	558.1700	
7/7/2026 2:31:45 PM	13.5000	0.0000	19.5300	0.0000	16.8000	0.0000	471.2100	
7/7/2026 2:31:46 PM	13.5500	0.0000	19.5300	0.0000	16.8000	0.0000	471.2100	
7/7/2026 2:31:46 PM	13.6000	0.0000	19.5300	0.0000	16.7400	0.0000	459.7200	
7/7/2026 2:31:46 PM	13.6510	0.0000	19.5300	0.0000	16.7400	0.0000	432.4100	
7/7/2026 2:31:46 PM	13.7010	0.0000	19.5300	0.0000	16.7400	0.0000	432.4100	
7/7/2026 2:31:46 PM	13.7510	0.0000	19.5900	0.0000	16.7400	0.0000	458.0700	
7/7/2026 2:31:46 PM	13.8000	0.0000	19.5300	0.0000	16.8000	0.0000	484.4500	
7/7/2026 2:31:46 PM	13.8500	0.0000	19.5900	0.0000	16.8000	0.0000	484.4500	
7/7/2026 2:31:46 PM	13.9010	0.0000	19.5900	0.0000	16.7400	0.0000	513.5500	
7/7/2026 2:31:46 PM	13.9500	0.0000	19.5900	0.0000	16.7400	0.0000	459.4800	
7/7/2026 2:31:46 PM	14.0000	0.0000	19.5300	0.0000	16.7400	0.0000	459.4800	
7/7/2026 2:31:46 PM	14.0510	0.0000	19.5300	0.0000	16.8000	0.0000	338.8300	
7/7/2026 2:31:46 PM	14.1000	0.0000	19.5300	0.0000	16.7400	0.0000	187.3100	
7/7/2026 2:31:46 PM	14.1500	0.0000	19.5300	0.0000	16.7400	0.0000	187.3100	
7/7/2026 2:31:46 PM	14.2010	0.0000	19.5300	0.0000	16.7400	0.0000	51.9000	
7/7/2026 2:31:46 PM	14.2500	0.0000	19.5300	0.0000	16.6800	0.0000	-11.9000	
7/7/2026 2:31:46 PM	14.3010	0.0000	19.5900	0.0000	16.7400	0.0000	-1.6900	
7/7/2026 2:31:46 PM	14.3500	0.0000	19.5900	0.0000	16.7400	0.0000	-1.6900	
7/7/2026 2:31:46 PM	14.4000	0.0000	19.5900	0.0000	16.8000	0.0000	11.8300	
7/7/2026 2:31:46 PM	14.4500	0.0000	19.5900	0.0000	16.8000	0.0000	31.4800	
7/7/2026 2:31:46 PM	14.5010	0.0000	19.5300	0.0000	16.8000	0.0000	31.4800	
7/7/2026 2:31:47 PM	14.5510	0.0000	19.5300	0.0000	16.8000	0.0000	138.1400	
7/7/2026 2:31:47 PM	14.6010	0.0000	19.5300	0.0000	16.7400	0.0000	361.1400	
7/7/2026 2:31:47 PM	14.6510	0.0000	19.5900	0.0000	16.8000	0.0000	361.1400	
7/7/2026 2:31:47 PM	14.7010	0.0000	19.5900	0.0000	16.8000	0.0000	516.1400	
7/7/2026 2:31:47 PM	14.7510	0.0000	19.5900	0.0000	16.7400	0.0000	567.6200	
7/7/2026 2:31:47 PM	14.8000	0.0000	19.5300	0.0000	16.8600	0.0000	567.6200	
7/7/2026 2:31:47 PM	14.8500	0.0000	19.5900	0.0000	16.8000	0.0000	470.2800	
7/7/2026 2:31:47 PM	14.9000	0.0000	19.5900	0.0000	16.7400	0.0000	464.5900	
7/7/2026 2:31:47 PM	14.9510	0.0000	19.5300	0.0000	16.7400	0.0000	464.5900	
7/7/2026 2:31:47 PM	15.0000	0.0000	19.5300	0.0000	16.8000	0.0000	430.9300	
7/7/2026 2:31:47 PM	15.0510	0.0000	19.5300	0.0000	16.8000	0.0000	454.6600	
7/7/2026 2:31:47 PM	15.1000	0.0000	19.4700	0.0000	16.8000	0.0000	478.5500	
7/7/2026 2:31:47 PM	15.1500	0.0000	19.5300	0.0000	16.8600	0.0000	478.5500	
7/7/2026 2:31:47 PM	15.2000	0.0000	19.5300	0.0000	16.7400	0.0000	515.0300	
7/7/2026 2:31:47 PM	15.2500	0.0000	19.4700	0.0000	16.7400	0.0000	470.5200	
7/7/2026 2:31:47 PM	15.3000	0.0000	19.5300	0.0000	16.8600	0.0000	470.5200	
7/7/2026 2:31:47 PM	15.3500	0.0000	19.4700	0.0000	16.7400	0.0000	363.3800	
7/7/2026 2:31:47 PM	15.4010	0.0000	19.5300	0.0000	16.7400	0.0000	203.8300	
7/7/2026 2:31:47 PM	15.4500	0.0000	19.5300	0.0000	16.7400	0.0000	203.8300	
7/7/2026 2:31:47 PM	15.5000	0.0000	19.5300	0.0000	16.7400	0.0000	74.4500	
7/7/2026 2:31:48 PM	15.5500	0.0000	19.5300	0.0000	16.8000	0.0000	-12.0000	
7/7/2026 2:31:48 PM	15.6000	0.0000	19.4700	0.0000	16.7400	0.0000	-12.0000	
7/7/2026 2:31:48 PM	15.6500	0.0000	19.5300	0.0000	16.7400	0.0000	-3.7200	
7/7/2026 2:31:48 PM	15.7000	0.0000	19.5300	0.0000	16.7400	0.0000	9.5200	
7/7/2026 2:31:48 PM	15.7510	0.0000	19.4700	0.0000	16.7400	0.0000	9.5200	
7/7/2026 2:31:48 PM	15.8000	0.0000	19.5300	0.0000	16.8000	0.0000	27.3400	
7/7/2026 2:31:48 PM	15.8500	0.0000	19.5300	0.0000	16.8000	0.0000	109.1000	
7/7/2026 2:31:48 PM	15.9020	0.0000	19.4700	0.0000	16.7400	0.0000	332.5500	
7/7/2026 2:31:48 PM	15.9500	0.0000	19.4700	0.0000	16.8000	0.0000	332.5500	
7/7/2026 2:31:48 PM	16.0010	0.0000	19.4700	0.0000	16.8000	0.0000	499.8600	
7/7/2026 2:31:48 PM	16.0510	0.0000	19.5300	0.0000	16.8000	0.0000	499.8600	
7/7/2026 2:31:48 PM	16.1000	0.0000	19.5300	0.0000	16.8000	0.0000	566.1000	
7/7/2026 2:31:48 PM	16.1500	0.0000	19.4700	0.0000	16.7400	0.0000	476.2100	
7/7/2026 2:31:48 PM	16.2000	0.0000	19.4700	0.0000	16.8000	0.0000	470.9700	
7/7/2026 2:31:48 PM	16.2500	0.0000	19.5300	0.0000	16.8000	0.0000	470.9700	
7/7/2026 2:31:48 PM	16.3000	0.0000	19.4700	0.0000	16.7400	0.0000	435.1700	
7/7/2026 2:31:48 PM	16.3510	0.0000	19.5300	0.0000	16.7400	0.0000	449.5900	
7/7/2026 2:31:48 PM	16.4000	0.0000	19.4700	0.0000	16.7400	0.0000	449.5900	
7/7/2026 2:31:48 PM	16.4500	0.0000	19.5300	0.0000	16.8000	0.0000	472.1700	
